Date,Real GDP growth,Retail Sales,NET TRADE,Inflation (HICP/CPI),Unemployment rate,Interest rate 10 year government bond yield,Business Confidence Index,Stock Market Index,Consumer Confidence Index,Oil price
2023-07-01,554739.6,-0.467457749010414,4795000000.0,118.5,5.3,2.738,2.5,202.0943,-5.3,80.11
2023-08-01,,,6828800000.0,117.7,4.4,2.843,2.3,209.3163,-5.4,86.15
2023-09-01,,,748600000.0,117.4,4.8,2.954,0.7,210.6658,-7.1,93.72
2023-10-01,564719.6,2.86133528980186,6307900000.0,117.7,6.2,3.133,1.8,207.3313,-6.7,90.6
2023-11-01,,,5244700000.0,117.3,5.9,2.868,0.4,210.6211,-5.2,82.94
2023-12-01,,,5974800000.0,116.7,6.0,2.361,3.3,214.8012,-6.6,77.63
2024-01-01,568481.8,1.26811594202878,5579300000.0,117.8,6.0,2.403,3.0,226.6395,-4.7,80.12
2024-02-01,,,7828400000.0,118.4,5.8,2.475,4.8,243.4397,-3.6,83.48
2024-03-01,,,5637000000.0,118.4,5.7,2.393,3.3,253.6548,-4.7,85.41
2024-04-01,579169.9,0.826446280992221,,118.5,5.9,2.48,3.6,249.5764,-6.3,89.94
2024-05-01,,,,118.5,6.1,2.522,4.3,257.5625,-3.4,81.75
2024-06-01,,,,118.5,6.2,2.518,6.3,270.0295,-2.8,82.25
2024-07-01,581891.8,2.34826589595305,,119.8,5.9,2.448,6.0,263.6314,-3.9,85.15
2024-08-01,,,,119.3,6.2,2.199,4.5,257.1682,-4.9,80.36
2024-09-01,,,,118.9,6.7,2.114,5.7,255.7807,-3.8,74.02
2024-10-01,588405.3,1.49786019971454,,119.6,5.8,2.104,6.8,241.6728,-5.6,75.63
2024-11-01,,,,119.2,6.8,2.069,8.3,230.6678,-5.1,74.35
2024-12-01,,,,118.9,7.2,1.912,7.8,226.1653,-8.3,73.86
2025-01-01,583217.4,2.8980322003584,,119.6,6.6,2.213,7.3,207.418,-8.3,79.27
2025-02-01,,,,120.8,5.5,2.166,8.1,210.3068,-11.1,75.44
2025-03-01,,,,120.2,6.9,2.454,5.6,199.4847,-11.8,72.73
2025-04-01,591016.7,3.24305060584442,,120.3,6.9,2.437,5.4,170.8353,-14.5,68.13
2025-05-01,,,,,5.3,2.484,5.7,184.4987,-14.4,64.45
2025-06-01,,,,,6.7,2.501,6.1,191.6123,-13.4,71.44
2025-07-01,604609.9,2.8238616307807,,,6.5,2.543,7.4,183.1953,-12.8,71.04
2025-08-01,,,,,6.4,2.551,6.4,167.7866,-14.0,67.87
2025-09-01,,,,,6.3,2.534,7.9,170.0033,-14.5,67.99
2025-10-01,605845.6,4.39212930428721,,,6.7,2.499,7.1,172.2052,-12.8,64.54
2025-11-01,,,,,6.6,2.543,8.2,166.9723,-12.8,63.8
2025-12-01,,,,,6.1,2.707,8.8,173.4395,-11.1,62.54
2026-01-01,,,,,7.5,2.728,8.2,187.3076,-7.8,66.6
2026-02-01,,,,,,2.631,5.8,174.3528,-7.9,70.89
